file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
test_200053.json,1,0.97023094,303.11484,15.428739,546.4495,15.428739,546.4495,459.1955,303.11484,459.1955
test_200053.json,1,0.8307996,28.004354,55.552635,173.3228,55.552635,173.3228,479.7745,28.004354,479.7745
test_200054.json,1,0.9227141,287.58746,268.18875,425.87708,268.18875,425.87708,415.78906,287.58746,415.78906
test_200055.json,3,0.93246,296.3464,367.86707,411.1537,367.86707,411.1537,465.3022,296.3464,465.3022
test_200055.json,3,0.8335751,56.206562,223.40904,215.45026,223.40904,215.45026,428.48456,56.206562,428.48456
test_200056.json,2,0.81523114,301.91907,219.29854,483.09973,219.29854,483.09973,446.616,301.91907,446.616
test_200057.json,3,0.95654315,185.72423,0.52634585,214.65747,0.52634585,214.65747,84.02699,185.72423,84.02699
test_200057.json,3,0.88960767,144.16861,13.564145,207.57256,13.564145,207.57256,110.17206,144.16861,110.17206
test_200058.json,3,0.9516372,323.18475,185.58853,388.76147,185.58853,388.76147,241.19716,323.18475,241.19716
test_200060.json,4,0.9616397,107.60581,461.66635,180.96817,461.66635,180.96817,518.5113,107.60581,518.5113
test_200061.json,1,0.9576066,46.22567,169.5713,181.63208,169.5713,181.63208,322.49017,46.22567,322.49017
test_200062.json,1,0.9541757,71.75689,254.64404,170.44453,254.64404,170.44453,346.58658,71.75689,346.58658
test_200062.json,1,0.9500839,359.34244,266.8423,444.03568,266.8423,444.03568,342.82452,359.34244,342.82452
test_200063.json,1,0.9355914,235.89113,208.81058,310.31723,208.81058,310.31723,283.24307,235.89113,283.24307
test_200063.json,1,0.83121926,398.26514,55.452286,487.06305,55.452286,487.06305,145.58467,398.26514,145.58467
test_200065.json,1,0.80349326,265.40826,301.58725,473.66464,301.58725,473.66464,498.42947,265.40826,498.42947
test_200068.json,2,0.92362785,209.5103,384.59534,269.09332,384.59534,269.09332,470.90402,209.5103,470.90402
test_200069.json,2,0.9330783,280.12396,111.239876,492.5497,111.239876,492.5497,295.59473,280.12396,295.59473
test_200070.json,1,0.8976628,379.3601,388.147,457.5116,388.147,457.5116,475.47046,379.3601,475.47046
test_200070.json,4,0.85543066,146.43623,413.74817,317.7712,413.74817,317.7712,488.08307,146.43623,488.08307
test_200071.json,1,0.9634766,273.5887,407.64645,378.98746,407.64645,378.98746,520.1482,273.5887,520.1482
test_200071.json,1,0.95766807,32.72441,154.17848,139.28296,154.17848,139.28296,304.427,32.72441,304.427
test_200073.json,4,0.9221848,66.181366,263.42572,150.22932,263.42572,150.22932,339.78156,66.181366,339.78156
test_200073.json,4,0.90413654,94.408424,83.11811,167.48645,83.11811,167.48645,168.20604,94.408424,168.20604
test_200073.json,4,0.80743194,97.53406,134.4779,157.6017,134.4779,157.6017,166.32219,97.53406,166.32219
test_200074.json,1,0.87508273,307.26178,114.59847,487.49268,114.59847,487.49268,399.94998,307.26178,399.94998
test_200075.json,1,0.80089074,306.9387,355.4082,466.09033,355.4082,466.09033,506.9968,306.9387,506.9968
test_200076.json,4,0.86315614,365.65073,155.71135,455.21487,155.71135,455.21487,232.32103,365.65073,232.32103
test_200077.json,1,0.93900585,183.92049,233.34166,322.80035,233.34166,322.80035,353.77194,183.92049,353.77194
test_200077.json,1,0.81642854,165.83751,175.57208,344.28256,175.57208,344.28256,377.55978,165.83751,377.55978
test_200078.json,1,0.96294636,86.37226,58.763416,260.83292,58.763416,260.83292,235.58672,86.37226,235.58672
test_200079.json,1,0.9007393,282.3545,31.828075,384.2495,31.828075,384.2495,109.60794,282.3545,109.60794
test_200079.json,1,0.8464052,232.21416,260.85886,363.80484,260.85886,363.80484,373.01398,232.21416,373.01398
test_200080.json,4,0.93070745,399.7417,181.20813,495.0981,181.20813,495.0981,284.0947,399.7417,284.0947
test_200081.json,3,0.915265,239.62927,314.07285,284.55713,314.07285,284.55713,349.81982,239.62927,349.81982
test_200081.json,3,0.88201654,33.849274,196.81181,77.20336,196.81181,77.20336,334.36246,33.849274,334.36246
test_200081.json,3,0.8021619,221.09586,312.4355,310.98254,312.4355,310.98254,513.36536,221.09586,513.36536
test_200082.json,4,0.85195136,141.19612,316.2043,227.64929,316.2043,227.64929,382.626,141.19612,382.626
test_200083.json,3,0.8806561,355.29395,365.04294,450.7611,365.04294,450.7611,467.1607,355.29395,467.1607
test_200086.json,1,0.9853496,33.491165,123.59453,219.91922,123.59453,219.91922,308.50153,33.491165,308.50153
test_200087.json,4,0.9638461,430.71207,277.87463,506.61072,277.87463,506.61072,341.42526,430.71207,341.42526
test_200088.json,1,0.9357084,285.7361,43.114513,443.67834,43.114513,443.67834,177.604,285.7361,177.604
test_200088.json,1,0.93180025,374.3572,338.31848,538.0608,338.31848,538.0608,515.1893,374.3572,515.1893
test_200088.json,1,0.8836115,415.70755,181.20294,543.41284,181.20294,543.41284,296.3705,415.70755,296.3705
test_200089.json,1,0.98259234,99.90122,323.58194,263.4065,323.58194,263.4065,461.0688,99.90122,461.0688
test_200090.json,3,0.93232083,95.42093,398.95297,267.27948,398.95297,267.27948,543.1331,95.42093,543.1331
test_200091.json,4,0.84264797,40.931805,298.95996,90.29529,298.95996,90.29529,349.48053,40.931805,349.48053
test_200091.json,4,0.83015454,65.9793,114.21525,152.2695,114.21525,152.2695,229.63826,65.9793,229.63826
test_200092.json,4,0.92654604,129.3564,195.87079,220.41699,195.87079,220.41699,259.98257,129.3564,259.98257
test_200094.json,2,0.82516164,326.4167,31.582727,499.11905,31.582727,499.11905,200.93484,326.4167,200.93484
test_200095.json,1,0.9569647,31.897503,235.28584,154.36769,235.28584,154.36769,391.94522,31.897503,391.94522
test_200095.json,2,0.83265,268.4153,158.46649,343.71417,158.46649,343.71417,232.8681,268.4153,232.8681
test_200098.json,1,0.9096889,143.80696,183.3516,334.27945,183.3516,334.27945,494.18988,143.80696,494.18988
test_200100.json,4,0.95004654,266.57153,351.73853,340.99402,351.73853,340.99402,398.14706,266.57153,398.14706
test_200101.json,2,0.94005144,71.73838,0.0,253.35645,0.0,253.35645,92.590805,71.73838,92.590805
test_200102.json,4,0.83644605,96.961334,268.4365,177.92772,268.4365,177.92772,323.8923,96.961334,323.8923
test_200104.json,3,0.9748404,201.30028,85.59186,236.93553,85.59186,236.93553,151.98912,201.30028,151.98912
test_200104.json,3,0.96167,53.04196,32.78294,115.75459,32.78294,115.75459,95.32408,53.04196,95.32408
test_200105.json,1,0.96219176,212.50983,415.73077,470.30905,415.73077,470.30905,545.58716,212.50983,545.58716
test_200105.json,1,0.900539,437.10028,302.43823,545.3188,302.43823,545.3188,433.14316,437.10028,433.14316
test_200106.json,3,0.9036943,83.665,302.54065,186.5447,302.54065,186.5447,399.17194,83.665,399.17194
test_200106.json,1,0.8965993,435.27008,361.42932,528.01984,361.42932,528.01984,458.09937,435.27008,458.09937
test_200106.json,3,0.85994124,441.51572,146.35136,534.3776,146.35136,534.3776,245.72737,441.51572,245.72737
test_200107.json,1,0.94452935,41.809242,144.81276,173.09207,144.81276,173.09207,302.65518,41.809242,302.65518
test_200108.json,1,0.9314735,311.83624,108.188225,531.5518,108.188225,531.5518,415.91116,311.83624,415.91116
test_200109.json,3,0.8190797,471.14362,242.51527,541.1131,242.51527,541.1131,314.56598,471.14362,314.56598
test_200109.json,4,0.80941385,341.2289,92.34345,385.445,92.34345,385.445,121.67005,341.2289,121.67005
test_200110.json,3,0.83152556,183.25157,58.33564,352.73813,58.33564,352.73813,217.10837,183.25157,217.10837
test_200110.json,3,0.80065674,330.61914,180.4118,445.49667,180.4118,445.49667,322.78275,330.61914,322.78275
test_200111.json,3,0.9292297,122.269104,43.915672,153.30156,43.915672,153.30156,138.42659,122.269104,138.42659
test_200111.json,3,0.86971235,98.87457,49.02583,153.5844,49.02583,153.5844,179.2533,98.87457,179.2533
test_200113.json,1,0.90715575,229.14587,425.25958,320.43738,425.25958,320.43738,518.4388,229.14587,518.4388
test_200114.json,1,0.9470733,87.85162,213.51942,207.71867,213.51942,207.71867,341.4496,87.85162,341.4496
test_200115.json,3,0.9856527,151.99388,82.31842,197.93901,82.31842,197.93901,113.58959,151.99388,113.58959
test_200116.json,1,0.9770608,295.9479,349.3018,399.74518,349.3018,399.74518,455.37366,295.9479,455.37366
test_200116.json,1,0.973182,358.26843,213.70988,457.31766,213.70988,457.31766,316.74933,358.26843,316.74933
test_200117.json,1,0.88357437,441.74237,239.91422,520.03705,239.91422,520.03705,330.21384,441.74237,330.21384
test_200118.json,3,0.96476716,125.906555,413.87222,222.60771,413.87222,222.60771,484.41272,125.906555,484.41272
test_200118.json,3,0.9096099,287.0375,375.73022,396.3904,375.73022,396.3904,526.3238,287.0375,526.3238
test_200118.json,3,0.83423316,118.48844,404.6537,286.78107,404.6537,286.78107,530.3934,118.48844,530.3934
test_200120.json,1,0.8952353,55.94625,352.07925,291.3268,352.07925,291.3268,533.93256,55.94625,533.93256
test_200121.json,4,0.92509866,191.46178,455.75122,233.81949,455.75122,233.81949,492.12143,191.46178,492.12143
test_200121.json,4,0.8247609,407.50046,179.55998,456.5336,179.55998,456.5336,208.18095,407.50046,208.18095
test_200122.json,4,0.95316136,388.21,280.22647,514.40076,280.22647,514.40076,415.7335,388.21,415.7335
test_200122.json,4,0.86279505,130.83737,361.81754,245.34805,361.81754,245.34805,446.6496,130.83737,446.6496
test_200123.json,1,0.9601996,205.69576,61.802868,326.85953,61.802868,326.85953,210.36285,205.69576,210.36285
test_200124.json,3,0.9361005,328.6898,371.00607,511.33054,371.00607,511.33054,523.27344,328.6898,523.27344
test_200124.json,3,0.90782845,181.38252,253.24168,272.78906,253.24168,272.78906,330.8525,181.38252,330.8525
test_200125.json,1,0.8519577,211.18542,359.67438,297.2625,359.67438,297.2625,452.00253,211.18542,452.00253
test_200127.json,1,0.8998475,131.18312,337.0528,226.06221,337.0528,226.06221,432.30627,131.18312,432.30627
test_200128.json,1,0.9436027,423.72073,211.8898,524.08356,211.8898,524.08356,324.7604,423.72073,324.7604
test_200128.json,2,0.80557054,185.5354,292.8298,252.09216,292.8298,252.09216,351.09058,185.5354,351.09058
test_200131.json,1,0.9214479,34.31295,34.027493,255.51524,34.027493,255.51524,236.89946,34.31295,236.89946
test_200131.json,4,0.8871174,61.847744,144.15309,109.61482,144.15309,109.61482,203.575,61.847744,203.575
test_200131.json,1,0.8612973,371.66345,168.21896,548.85767,168.21896,548.85767,388.78372,371.66345,388.78372
test_200133.json,4,0.91736245,443.49875,171.71443,542.3093,171.71443,542.3093,276.70016,443.49875,276.70016
test_200134.json,4,0.9276586,72.67085,295.39246,123.89698,295.39246,123.89698,387.43744,72.67085,387.43744
test_200134.json,1,0.90128523,194.51976,44.278946,418.22873,44.278946,418.22873,245.49207,194.51976,245.49207
test_200136.json,2,0.895119,57.92723,222.52444,117.50743,222.52444,117.50743,289.768,57.92723,289.768
test_200137.json,3,0.9712,85.87473,54.649647,143.80626,54.649647,143.80626,99.57139,85.87473,99.57139
test_200138.json,4,0.95593697,309.5528,361.20477,376.73343,361.20477,376.73343,500.62497,309.5528,500.62497
test_200139.json,1,0.95873946,36.442417,395.38324,115.96164,395.38324,115.96164,490.27014,36.442417,490.27014
test_200139.json,1,0.9094088,64.2789,239.47086,127.614685,239.47086,127.614685,317.88156,64.2789,317.88156
test_200140.json,4,0.8652981,35.80415,227.4925,124.1639,227.4925,124.1639,378.8743,35.80415,378.8743
test_200140.json,4,0.8050623,39.849792,287.10974,139.16765,287.10974,139.16765,404.10498,39.849792,404.10498
test_200141.json,4,0.8872926,372.6904,181.3539,487.62805,181.3539,487.62805,288.24982,372.6904,288.24982
test_200142.json,1,0.93770987,292.468,314.27954,431.8833,314.27954,431.8833,424.5145,292.468,424.5145
test_200143.json,3,0.8960304,297.62308,130.4962,392.95328,130.4962,392.95328,202.03859,297.62308,202.03859
test_200144.json,1,0.9263758,168.29172,223.2313,291.28763,223.2313,291.28763,339.14075,168.29172,339.14075
test_200145.json,3,0.976772,165.71225,346.49924,242.93861,346.49924,242.93861,430.71866,165.71225,430.71866
test_200145.json,3,0.940708,323.36374,483.87793,404.61584,483.87793,404.61584,542.0615,323.36374,542.0615
test_200146.json,3,0.92687154,194.10632,328.27768,230.69945,328.27768,230.69945,381.14438,194.10632,381.14438
test_200148.json,1,0.9062642,430.146,193.56645,543.1584,193.56645,543.1584,328.485,430.146,328.485
test_200148.json,1,0.89976674,236.1864,29.161182,390.9814,29.161182,390.9814,140.29665,236.1864,140.29665
test_200149.json,1,0.9339639,84.68917,394.85,280.29782,394.85,280.29782,515.01733,84.68917,515.01733
test_200151.json,1,0.9036869,337.7453,137.26338,412.84662,137.26338,412.84662,202.10927,337.7453,202.10927
test_200152.json,1,0.95489126,291.43607,36.032654,546.0631,36.032654,546.0631,506.51764,291.43607,506.51764
test_200153.json,3,0.9454875,66.0841,79.07382,139.13869,79.07382,139.13869,155.75983,66.0841,155.75983
test_200154.json,1,0.97814506,246.5568,453.0895,367.33646,453.0895,367.33646,545.1706,246.5568,545.1706
test_200156.json,1,0.9512404,236.08102,387.58585,314.9338,387.58585,314.9338,455.8361,236.08102,455.8361
test_200156.json,1,0.89935386,177.49117,33.52115,300.69577,33.52115,300.69577,112.81937,177.49117,112.81937
test_200157.json,1,0.8263864,45.4752,198.8979,206.52321,198.8979,206.52321,395.57782,45.4752,395.57782
test_200160.json,1,0.8466274,314.70407,341.1877,414.73462,341.1877,414.73462,431.96652,314.70407,431.96652
test_200162.json,1,0.8910729,401.34012,218.33186,492.91943,218.33186,492.91943,312.11804,401.34012,312.11804
test_200164.json,4,0.97023857,212.17184,466.25433,290.90326,466.25433,290.90326,509.9061,212.17184,509.9061
test_200166.json,3,0.9562104,295.0574,403.39996,428.38745,403.39996,428.38745,491.3449,295.0574,491.3449
test_200168.json,1,0.8783112,305.12488,360.21008,410.78397,360.21008,410.78397,466.66565,305.12488,466.66565
test_200170.json,4,0.9493462,224.84302,450.9447,315.38843,450.9447,315.38843,505.6487,224.84302,505.6487
test_200171.json,4,0.8563725,38.140724,124.7881,141.74934,124.7881,141.74934,274.67,38.140724,274.67
test_200172.json,2,0.9095411,370.4365,376.24625,466.92432,376.24625,466.92432,459.09933,370.4365,459.09933
test_200173.json,3,0.9881599,152.60063,148.67914,207.0171,148.67914,207.0171,235.40442,152.60063,235.40442
test_200173.json,3,0.945547,265.43582,114.783165,323.30496,114.783165,323.30496,177.37166,265.43582,177.37166
test_200175.json,4,0.95772356,56.57523,139.80757,262.70947,139.80757,262.70947,405.98187,56.57523,405.98187
test_200176.json,1,0.94513637,77.06332,37.93109,542.5094,37.93109,542.5094,464.30136,77.06332,464.30136
test_200178.json,4,0.8609054,442.31494,97.0875,485.3803,97.0875,485.3803,161.06584,442.31494,161.06584
test_200180.json,4,0.9415051,236.39499,121.30657,416.0637,121.30657,416.0637,309.17813,236.39499,309.17813
test_200180.json,4,0.8767659,159.42003,252.11783,209.47694,252.11783,209.47694,308.67627,159.42003,308.67627
test_200181.json,1,0.9733334,140.88516,301.19498,245.07423,301.19498,245.07423,398.0751,140.88516,398.0751
test_200183.json,3,0.90836865,158.24557,371.4104,209.11111,371.4104,209.11111,406.8787,158.24557,406.8787
test_200185.json,2,0.89615685,255.2396,246.05779,340.2548,246.05779,340.2548,324.17264,255.2396,324.17264
test_200186.json,1,0.86656004,142.5867,41.944637,477.3485,41.944637,477.3485,260.67874,142.5867,260.67874
test_200189.json,1,0.83424133,117.30032,352.97156,310.33307,352.97156,310.33307,534.97473,117.30032,534.97473
test_200190.json,1,0.9185062,325.0561,174.39365,466.80118,174.39365,466.80118,367.31635,325.0561,367.31635
test_200190.json,1,0.86684185,398.12405,36.25442,534.0881,36.25442,534.0881,182.4834,398.12405,182.4834
test_200192.json,4,0.925259,360.56213,239.51198,420.60004,239.51198,420.60004,289.93207,360.56213,289.93207
test_200195.json,1,0.87420356,264.14548,100.21623,415.8271,100.21623,415.8271,249.93016,264.14548,249.93016
test_200196.json,1,0.91477966,356.5507,396.98755,526.0042,396.98755,526.0042,542.82367,356.5507,542.82367
test_200196.json,1,0.8778052,187.32957,31.672247,317.2572,31.672247,317.2572,112.73807,187.32957,112.73807
test_200197.json,4,0.8845241,35.678524,230.4863,84.5394,230.4863,84.5394,305.4294,35.678524,305.4294
test_200198.json,1,0.9521408,162.72469,284.58484,253.19965,284.58484,253.19965,376.57434,162.72469,376.57434
test_200201.json,4,0.9418254,271.8344,76.89212,372.1911,76.89212,372.1911,182.17253,271.8344,182.17253
test_200202.json,3,0.9462619,164.82025,28.980173,192.79706,28.980173,192.79706,106.06216,164.82025,106.06216
test_200202.json,3,0.8708105,134.34654,34.9468,191.7473,34.9468,191.7473,134.6247,134.34654,134.6247
test_200205.json,2,0.93725014,273.20392,24.728687,546.26263,24.728687,546.26263,344.78323,273.20392,344.78323
test_200209.json,2,0.9160399,365.82474,219.61794,427.2016,219.61794,427.2016,289.08725,365.82474,289.08725
test_200210.json,3,0.8352076,87.4509,38.530884,143.29546,38.530884,143.29546,105.74322,87.4509,105.74322
test_200210.json,3,0.82193744,119.1746,0.045263674,145.84764,0.045263674,145.84764,70.795845,119.1746,70.795845
test_200212.json,3,0.9573077,83.42932,57.52176,138.09691,57.52176,138.09691,101.59376,83.42932,101.59376
test_200213.json,1,0.87898266,141.77635,33.29695,287.05182,33.29695,287.05182,164.34991,141.77635,164.34991
test_200216.json,4,0.9172304,307.0772,301.13306,394.44897,301.13306,394.44897,387.6963,307.0772,387.6963
test_200219.json,2,0.9054238,106.316765,311.06494,232.11089,311.06494,232.11089,460.95456,106.316765,460.95456
test_200220.json,1,0.9726853,218.24947,294.14874,317.60056,294.14874,317.60056,403.55203,218.24947,403.55203
test_200220.json,1,0.94270515,434.0853,328.33716,538.8474,328.33716,538.8474,460.78516,434.0853,460.78516
test_200221.json,3,0.97028637,208.632,217.84874,258.74677,217.84874,258.74677,272.48187,208.632,272.48187
test_200221.json,3,0.93985194,138.57747,303.9864,280.20175,303.9864,280.20175,407.98578,138.57747,407.98578
test_200221.json,3,0.9131631,415.13495,366.2334,497.93347,366.2334,497.93347,421.45807,415.13495,421.45807
test_200222.json,4,0.8776123,205.37337,63.189754,257.81757,63.189754,257.81757,98.64254,205.37337,98.64254
test_200223.json,1,0.9247595,418.9751,203.39925,544.16473,203.39925,544.16473,394.63474,418.9751,394.63474
test_200225.json,1,0.89698297,448.42194,269.88498,497.56564,269.88498,497.56564,321.36392,448.42194,321.36392
test_200228.json,3,0.92975,210.31696,251.68677,368.971,251.68677,368.971,472.46332,210.31696,472.46332
test_200229.json,1,0.9639696,315.48016,269.6767,394.2987,269.6767,394.2987,348.6034,315.48016,348.6034
test_200229.json,1,0.81234056,499.91986,274.97415,546.6707,274.97415,546.6707,352.38046,499.91986,352.38046
test_200230.json,1,0.97079885,220.1619,260.1929,317.73126,260.1929,317.73126,352.7428,220.1619,352.7428
test_200232.json,1,0.98261124,154.57399,420.08456,382.15512,420.08456,382.15512,544.6428,154.57399,544.6428
test_200232.json,1,0.8669448,301.68698,285.2562,526.69196,285.2562,526.69196,465.34146,301.68698,465.34146
test_200233.json,3,0.9397736,100.12834,329.1292,197.39345,329.1292,197.39345,446.06387,100.12834,446.06387
test_200234.json,4,0.9385199,116.97243,213.6171,182.36943,213.6171,182.36943,285.6428,116.97243,285.6428
test_200234.json,4,0.91427207,264.86948,408.26727,355.92053,408.26727,355.92053,465.64682,264.86948,465.64682
test_200234.json,1,0.90066177,140.28712,30.567728,355.49524,30.567728,355.49524,146.19487,140.28712,146.19487
test_200236.json,1,0.8046085,133.24843,113.77995,426.23953,113.77995,426.23953,498.7568,133.24843,498.7568
test_200237.json,3,0.9830714,147.26994,82.071365,195.3263,82.071365,195.3263,111.93243,147.26994,111.93243
test_200238.json,1,0.91625315,82.04819,426.02567,261.94507,426.02567,261.94507,546.28156,82.04819,546.28156
test_200238.json,1,0.8742052,448.16086,211.1578,545.022,211.1578,545.022,481.24585,448.16086,481.24585
test_200239.json,1,0.8869892,67.539825,37.217278,372.85406,37.217278,372.85406,367.2281,67.539825,367.2281
test_200241.json,1,0.94262296,113.5215,132.25566,214.07587,132.25566,214.07587,229.66142,113.5215,229.66142
test_200242.json,2,0.8957652,166.04222,45.842064,300.15045,45.842064,300.15045,183.73956,166.04222,183.73956
test_200242.json,1,0.8266267,32.94057,265.84818,101.43888,265.84818,101.43888,352.95697,32.94057,352.95697
test_200243.json,1,0.8435783,238.09364,343.098,447.19272,343.098,447.19272,523.6622,238.09364,523.6622
test_200243.json,1,0.80218536,205.90524,217.50133,452.8793,217.50133,452.8793,521.3779,205.90524,521.3779
test_200249.json,4,0.9567222,193.82657,69.71474,276.49518,69.71474,276.49518,170.95503,193.82657,170.95503
test_200250.json,1,0.9143728,337.36008,107.281586,533.0885,107.281586,533.0885,285.25278,337.36008,285.25278
test_200251.json,4,0.9006383,132.7048,389.9605,209.05836,389.9605,209.05836,469.12537,132.7048,469.12537
test_200252.json,2,0.89262426,296.05508,29.600058,545.5037,29.600058,545.5037,358.8646,296.05508,358.8646
test_200253.json,4,0.88026196,397.0027,408.1039,472.0443,408.1039,472.0443,475.31354,397.0027,475.31354
test_200255.json,1,0.8867428,155.19281,281.1986,278.59692,281.1986,278.59692,391.1466,155.19281,391.1466
test_200256.json,1,0.9580806,222.22435,51.732082,376.89542,51.732082,376.89542,215.5932,222.22435,215.5932
test_200257.json,4,0.8359261,56.867214,170.21321,182.87125,170.21321,182.87125,267.85156,56.867214,267.85156
test_200259.json,1,0.8382135,375.2296,392.6015,465.72006,392.6015,465.72006,492.46854,375.2296,492.46854
test_200260.json,1,0.9069382,33.38595,44.531467,147.00008,44.531467,147.00008,335.32315,33.38595,335.32315
test_200260.json,1,0.8968837,481.11423,181.84259,546.51636,181.84259,546.51636,378.24478,481.11423,378.24478
test_200261.json,2,0.9161919,336.19388,357.46042,528.9459,357.46042,528.9459,550.38464,336.19388,550.38464
test_200262.json,4,0.85502654,291.4216,317.399,352.6621,317.399,352.6621,384.75293,291.4216,384.75293
test_200264.json,2,0.9606251,165.20018,0.0,303.09616,0.0,303.09616,81.087524,165.20018,81.087524
test_200264.json,2,0.945227,179.06435,88.60404,309.23862,88.60404,309.23862,181.24028,179.06435,181.24028
